DevelopmentRegion,RegionalDistrict,Municipality,Statistics,date,values
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-07 (Jul),7
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-08 (Aug),9
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-09 (Sep),7
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-10 (Oct),2
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-01 (Jan),32
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-02 (Feb),30
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-03 (Mar),63
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-04 (Apr),48
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-05 (May),45
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-06 (Jun),84
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-07 (Jul),55
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-08 (Aug),79
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-09 (Sep),52
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,RESIDENTIAL TOTAL (count),2017-10 (Oct),32
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-01 (Jan),32
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-02 (Feb),30
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-03 (Mar),63
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-04 (Apr),50
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-05 (May),46
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-06 (Jun),84
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-07 (Jul),56
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-08 (Aug),79
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-09 (Sep),52
Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,Total Market Transactions (count),2017-10 (Oct),34
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-01 (Jan),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-02 (Feb),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-03 (Mar),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-04 (Apr),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-05 (May),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-06 (Jun),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-07 (Jul),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-08 (Aug),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-09 (Sep),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Additional Tax Paid ($ sum),2017-10 (Oct),NA
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-03 (Mar),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-04 (Apr),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-05 (May),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-06 (Jun),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-07 (Jul),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - COMMERCE (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-03 (Mar),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-04 (Apr),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-05 (May),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-06 (Jun),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-07 (Jul),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - OTHER (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-03 (Mar),3
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-04 (Apr),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-05 (May),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-06 (Jun),23
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-07 (Jul),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-03 (Mar),3
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-04 (Apr),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-05 (May),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-06 (Jun),23
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-07 (Jul),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,COMMERCIAL TOTAL (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-03 (Mar),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-04 (Apr),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-05 (May),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-06 (Jun),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-07 (Jul),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-08 (Aug),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-09 (Sep),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FARM TOTAL (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-01 (Jan),"$687,633.67 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-02 (Feb),"$449,053.30 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-03 (Mar),"$368,443.46 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-04 (Apr),"$382,058.72 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-05 (May),"$513,936.89 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-06 (Jun),"$396,402.24 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-07 (Jul),"$360,367.45 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-08 (Aug),"$490,675.22 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-09 (Sep),"$611,089.38 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average ($ mean),2017-10 (Oct),"$571,501.32 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-01 (Jan),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-02 (Feb),"$130,570.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-03 (Mar),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-04 (Apr),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-05 (May),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-06 (Jun),"$532,428.57 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-07 (Jul),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-08 (Aug),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-09 (Sep),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Average of Foreign Involvement Transactions ($ mean),2017-10 (Oct),"$414,400.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-01 (Jan),"$481,750.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-02 (Feb),"$340,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-03 (Mar),"$320,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-04 (Apr),"$355,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-05 (May),"$422,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-06 (Jun),"$342,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-07 (Jul),"$331,500.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-08 (Aug),"$426,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-09 (Sep),"$469,900.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median ($ median),2017-10 (Oct),"$413,750.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-01 (Jan),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-02 (Feb),"$80,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-03 (Mar),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-04 (Apr),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-05 (May),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-06 (Jun),"$400,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-07 (Jul),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-08 (Aug),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-09 (Sep),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Median of Foreign Involvement Transactions ($ median),2017-10 (Oct),"$412,500.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-01 (Jan),"$16,503,208.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-02 (Feb),"$23,350,771.47 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-03 (Mar),"$21,738,164.29 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-04 (Apr),"$18,720,877.48 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-05 (May),"$34,433,771.67 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-06 (Jun),"$37,658,212.48 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-07 (Jul),"$25,225,721.19 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-08 (Aug),"$37,781,992.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-09 (Sep),"$43,387,345.91 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum ($ sum),2017-10 (Oct),"$32,004,074.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-01 (Jan),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-02 (Feb),"$652,850.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-03 (Mar),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-04 (Apr),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-05 (May),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-06 (Jun),"$3,727,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-07 (Jul),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-08 (Aug),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-09 (Sep),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,FMV Sum of Foreign Involvement Transactions ($ sum),2017-10 (Oct),"$2,072,000.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-01 (Jan),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-02 (Feb),5
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-03 (Mar),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-04 (Apr),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-05 (May),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-06 (Jun),7
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-07 (Jul),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-08 (Aug),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-09 (Sep),nr
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,Foreign Involvement Transactions (count),2017-10 (Oct),5
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-02 (Feb),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-03 (Mar),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-04 (Apr),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-05 (May),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-06 (Jun),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-07 (Jul),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,OTHER/UNKNOWN TOTAL (count),2017-10 (Oct),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-01 (Jan),"$287,334.16 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-02 (Feb),"$379,193.62 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-03 (Mar),"$328,933.14 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-04 (Apr),"$292,652.90 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-05 (May),"$581,836.88 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-06 (Jun),"$581,467.49 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-07 (Jul),"$373,161.21 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-08 (Aug),"$614,686.11 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-09 (Sep),"$731,691.68 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid ($ sum),2017-10 (Oct),"$540,696.48 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-01 (Jan),"$7,635.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-02 (Feb),"$4,800.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-03 (Mar),"$4,400.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-04 (Apr),"$5,100.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-05 (May),"$6,440.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-06 (Jun),"$4,840.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-07 (Jul),"$4,630.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-08 (Aug),"$6,520.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-09 (Sep),"$7,398.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,PTT Paid Median ($ median),2017-10 (Oct),"$6,275.00 "
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-02 (Feb),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-03 (Mar),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-04 (Apr),3
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-05 (May),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-06 (Jun),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-07 (Jul),2
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-08 (Aug),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-09 (Sep),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RECREATIONAL TOTAL (count),2017-10 (Oct),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-01 (Jan),6
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-02 (Feb),17
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-03 (Mar),17
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-04 (Apr),12
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-05 (May),14
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-06 (Jun),17
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-07 (Jul),15
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-08 (Aug),21
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-09 (Sep),22
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - ACREAGE (count),2017-10 (Oct),16
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-03 (Mar),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-04 (Apr),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-05 (May),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-06 (Jun),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-07 (Jul),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-08 (Aug),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-09 (Sep),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - COMMERCE (count),2017-10 (Oct),1
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - FARM (count),2017-01 (Jan),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - FARM (count),2017-02 (Feb),0
Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,RESIDENTIAL - FARM (count),2017-03 (Mar),0
